lv_thought,lv_registered,lv_plan_vote,lv_already_voted,vote_method_plan,lv_likely,vote_method,vote_measure_100pct_income_tax,vote2016,agree_flies_animal_feed,agree_eat_animals_fed_insects,agree_eat_insects,agree_flies_animal_feed_alt,agree_eat_animals_fed_insects_alt_reverse,agree_insect_feed_harms_health,agree_farming_harms_environment,agree_farming_climate_change,agree_farming_covid,agree_plant_based_is_meat,agree_stop_buying_if_reneg,agree_vote_cand_oppose_abortion,agree_vote_cand_gun_control,agree_vote_cand_animal_welfare,agree_vote_cand_reg_farming,agree_vote_veg,agree_vote_gay,agree_vote_atheist,agree_pain_dogs,agree_pain_pigs,agree_pain_chickens,agree_pain_fish,agree_pain_honeybees,agree_pain_termites,agree_pain_ants,gss_trust,gss_bible,gss_spanking,agree_birth_control_immoral,agree_11hrs_sleep,agree_40hrs_work,agree_puerto_rico,agree_socialists_no_teach,agree_immigrants_work,agree_need_more_equal_rights,ffq_chicken,ffq_turkey,ffq_pork,ffq_beef,ffq_fish,ffq_seafood,ffq_other_meat,ffq_dairy,ffq_eggs,ffq_none,news_wsj,news_daily_wire,news_npr,news_guardian,news_msnbc,news_cnn,news_john_oliver,news_steven_colbert,news_nyt,news_atlantic,news_fox,news_wp,news_none,news_amount,social_fb,social_twitter,social_instagram,social_tiktok,social_pinterest,social_none,gender,race,education,state,income,urban_rural,vote_measure_ca_prop16_affirmative_action,vote_measure_ca_prop22_rideshare,vote_measure_ca_prop14_stem_cell,vote_measure_ca_prop15_property_tax,vote_measure_ca_prop21_rent_control,vote_measure_ca_prop23_dialysis,vote_measure_ca_prop25_bail,vote_measure_ca_prop17_felon_vote,vote_measure_ca_prop20_parole,vote_measure_ca_prop18_17yo_vote,vote_measure_psilocybin,vote_measure_alt_protein_funding,vote_measure_no_insect_feed,vote_measure_no_labeling,vote_measure_cage_free,vote_measure_co_gray_wolf,vote_measure_utah_hunt,vote_measure_mt_firearms,vote_measure_al_citizen_voting,vote_measure_la_a1_abortion,vote_measure_primate_rights,vote_measure_ne428_payday_cap,vote_measure_nvq6_renewables_mandate,vote_measure_marijuana,vote_measure_no_slavery,vote_measure_rank_choice,vote_measure_mi_prop2_electronic_privacy,vote_measure_family_leave,vote_measure_min_wage,vote_measure_stand_ground,vote_measure_22wk_abortion,vote_measure_income_tax_for_educ,vote_measure_cig_tax,vote_trump_biden,vote_senate,vote_rep,age,voted2016,pescetarian,vegetarian,vegan,region,meta_straightlining_vote_measure,weight,lv_index,rv_index,lv_weight,rv_weight,lv_weight_alt,lv_weight_2020
Quite a lot,Yes,Yes,Yes,,,In person,Vote against / Oppose,Hillary Clinton,Disagree,Disagree,Agree,Disagree,Agree,Agree,Agree,Don't know,Don't know,Disagree,Don't know,Disagree,Agree,Agree,Agree,Don't know,Don't know,Don't know,Agree,Agree,Agree,Don't know,Agree,Don't know,Don't know,Can trust,Inspired word,Disagree,Disagree,Disagree,Disagree,Don't know,Disagree,Agree,Agree,True,True,True,True,True,True,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,True,False,False,False,Female,Asian or Asian American,Graduated from college,Texas,"Between $100,000 and $150,000",Suburban,Vote against / Oppose,Not presented,Not presented,Not presented,Not presented,Not presented,Vote for / Support,Not presented,Not presented,Not presented,Not presented,Not presented,Don’t know / Undecided,Not presented,Not presented,Not presented,Not presented,Vote against / Oppose,Not presented,Not presented,Not presented,Not presented,Not presented,Vote for / Support,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Vote for / Support,"Joe Biden, the Democrat",A Democratic candidate,A Democratic candidate,25-44,True,False,False,False,South,0.7941176470588235,0.09587238638496745,0.83,1,0.12250520654617782,0.11959637878597776,0.114597727987666,0.11788251371783044
Quite a lot,No,Yes,No,In person before election day,Likely,,Vote against / Oppose,Donald Trump,Don't know,Disagree,Agree,Disagree,Agree,Agree,Don't know,Don't know,Agree,Disagree,Agree,Don't know,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Can't be too careful,I don’t know,Disagree,Disagree,Disagree,Disagree,Don't know,Disagree,Agree,Don't know,True,True,True,True,True,False,True,True,True,False,False,True,True,False,True,True,False,False,True,False,True,True,False,True,True,True,False,False,False,False,Male,Asian or Asian American,"Some college, no degree",Texas,"Between $15,000 and $49,999",Suburban,Not presented,Not presented,Vote for / Support,Not presented,Not presented,Not presented,Not presented,Not presented,Vote against / Oppose,Not presented,Vote for / Support,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Don’t know / Undecided,Not presented,Don’t know / Undecided,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Don’t know / Undecided,Not presented,Not presented,"Donald Trump, the Republican",Not decided,Not decided,25-44,True,False,False,False,South,0.7941176470588235,0.14483060753602167,0.11,0,0.024526521284168126,0.0,0.022943380888446763,0.024323619776694973
Quite a lot,Yes,Yes,Yes,,,In person,Vote against / Oppose,Hillary Clinton,Disagree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Don't know,Disagree,Agree,Disagree,Agree,Agree,Agree,Don't know,Don't know,Don't know,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Can't be too careful,Book of fables,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Agree,Agree,True,False,False,True,False,False,False,True,True,False,True,False,True,False,False,True,True,False,True,True,False,True,False,True,True,True,True,False,True,False,Female,Other,Completed graduate school,Texas,"Between $75,000 and $99,999",Urban,Not presented,Don’t know / Undecided,Not presented,Not presented,Not presented,Vote against / Oppose,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Vote for / Support,Not presented,Not presented,Vote for / Support,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Vote for / Support,Not presented,Not presented,Not presented,Not presented,Not presented,Vote for / Support,Not presented,"Joe Biden, the Democrat",A Democratic candidate,A Democratic candidate,25-44,True,False,False,False,South,0.7941176470588235,0.007126576878356111,0.83,1,0.009106300629094607,0.0088900758594751,0.008518506207926187,0.008762677433006016
Quite a lot,Yes,Yes,No,In person before election day,Very likely,,Vote against / Oppose,Other,Disagree,Agree,Disagree,Agree,Disagree,Don't know,Disagree,Disagree,Disagree,Disagree,Agree,Don't know,Agree,Agree,Agree,Don't know,Don't know,Disagree,Agree,Agree,Agree,Agree,Agree,Don't know,Agree,Can trust,Inspired word,Don't know,Disagree,Disagree,Disagree,Don't know,Disagree,Agree,Agree,True,False,True,True,True,False,False,False,True,False,True,False,True,False,False,True,True,False,True,True,False,False,False,True,True,False,True,False,True,False,Female,White or Caucasian,"Some college, no degree",Texas,"Between $50,000 and $74,999",Suburban,Not presented,Not presented,Not presented,Not presented,Don’t know / Undecided,Not presented,Not presented,Not presented,Not presented,Vote for / Support,Not presented,Vote for / Support,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Don’t know / Undecided,Not presented,Not presented,Don’t know / Undecided,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Vote for / Support,"Joe Biden, the Democrat",A Democratic candidate,A Democratic candidate,25-44,True,False,False,False,South,0.7941176470588235,0.15597869743843235,0.83,1,0.19930871929870983,0.19457622872225855,0.18644371977083327,0.19178787170941208
Quite a lot,Yes,Yes,No,In person before election day,Very likely,,Don’t know / Undecided,Hillary Clinton,Don't know,Don't know,Agree,Don't know,Don't know,Don't know,Agree,Don't know,Don't know,Disagree,Agree,Disagree,Agree,Agree,Don't know,Don't know,Don't know,Agree,Agree,Agree,Agree,Agree,Don't know,Don't know,Don't know,Can't be too careful,Book of fables,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Agree,Don't know,True,True,False,True,True,True,False,True,True,False,True,False,True,False,False,False,True,True,True,False,False,False,False,True,False,False,True,False,True,False,Female,White or Caucasian,"Some college, no degree",Texas,"Between $15,000 and $49,999",Urban,Don’t know / Undecided,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Vote for / Support,Not presented,Not presented,Not presented,Not presented,Not presented,Vote for / Support,Not presented,Not presented,Not presented,Don’t know / Undecided,Not presented,Not presented,Vote for / Support,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Vote for / Support,Not presented,Not presented,Not presented,Not presented,"Joe Biden, the Democrat",A Democratic candidate,A Democratic candidate,25-44,True,False,False,False,South,0.7941176470588235,0.08018274407492021,0.83,1,0.10245706813737565,0.10002427387148977,0.09584365886028595,0.09859088507915917
Quite a lot,Yes,Yes,Yes,,,In person,Vote against / Oppose,Other,Don't know,Agree,Disagree,Agree,Disagree,Don't know,Don't know,Don't know,Don't know,Disagree,Disagree,Disagree,Don't know,Don't know,Agree,Don't know,Don't know,Agree,Agree,Agree,Agree,Don't know,Don't know,Don't know,Don't know,Can't be too careful,Book of fables,Don't know,Disagree,Disagree,Disagree,Agree,Disagree,Agree,Don't know,False,True,True,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,Female,White or Caucasian,Graduated from college,Texas,"Between $100,000 and $150,000",Rural,Not presented,Not presented,Vote for / Support,Not presented,Not presented,Don’t know / Undecided,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Vote for / Support,Not presented,Not presented,Not presented,Not presented,Not presented,Vote against / Oppose,Not presented,Not presented,Not presented,Vote for / Support,Not presented,Not presented,Not presented,Not presented,Vote against / Oppose,Not presented,Not presented,Not presented,"Joe Biden, the Democrat",A Republican candidate,A Democratic candidate,25-44,True,False,False,False,South,0.7941176470588235,0.1584682104467574,0.83,1,0.20248980529003632,0.1976817813423918,0.18941947269935874,0.19484892048915348
Some,Yes,Yes,No,In person on election day,Somewhat likely,,Don’t know / Undecided,Hillary Clinton,Don't know,Don't know,Agree,Don't know,Don't know,Agree,Don't know,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Don't know,Don't know,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Can't be too careful,Word of God,Disagree,Don't know,Disagree,Agree,Disagree,Disagree,Agree,Agree,True,True,False,True,True,True,False,False,False,False,True,True,True,True,False,False,False,False,False,False,True,False,False,True,True,True,True,True,False,False,Female,Black or African American,Graduated from college,Texas,"Between $75,000 and $99,999",Suburban,Not presented,Not presented,Vote for / Support,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Vote for / Support,Not presented,Not presented,Vote against / Oppose,Not presented,Not presented,Not presented,Not presented,Vote against / Oppose,Not presented,Not presented,Not presented,Not presented,Vote against / Oppose,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Vote against / Oppose,Not presented,Not presented,"Joe Biden, the Democrat",A Democratic candidate,A Democratic candidate,25-44,True,False,False,False,South,0.7941176470588235,0.02904610017958204,0.63,1,0.028171585979574632,0.03623366988471494,0.02635316357637018,0.027108540643441415
Quite a lot,Yes,Yes,Yes,,,In person,Vote against / Oppose,Hillary Clinton,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Agree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Don't know,Don't know,Don't know,Don’t know,Book of fables,Disagree,Disagree,Disagree,Don't know,Agree,Disagree,Agree,Agree,True,False,False,True,True,False,False,True,True,False,True,False,True,True,False,False,True,False,True,False,False,True,False,True,True,True,True,True,True,False,Female,White or Caucasian,Completed graduate school,Texas,"Under $15,000",Urban,Not presented,Vote against / Oppose,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Vote against / Oppose,Not presented,Not presented,Not presented,Don’t know / Undecided,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Vote against / Oppose,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Vote for / Support,Not presented,Vote for / Support,Not presented,Not presented,Not presented,Not presented,"Joe Biden, the Democrat",A Democratic candidate,A Democratic candidate,18-24,True,False,False,False,South,0.7941176470588235,0.0023462801074177727,0.83,1,0.0029980637805368223,0.0029268761845354352,0.0028045444540524453,0.0028849328506118854
Quite a lot,Yes,Yes,Yes,,,In person,Vote against / Oppose,Hillary Clinton,Don't know,Disagree,Agree,Don't know,Agree,Agree,Disagree,Don't know,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Don't know,Don't know,Disagree,Agree,Agree,Agree,Agree,Don't know,Don't know,Don't know,Can't be too careful,Inspired word,Agree,Agree,Disagree,Disagree,Don't know,Disagree,Agree,Agree,True,False,False,True,True,False,False,True,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,True,True,True,False,False,False,Female,Black or African American,Graduated from college,Texas,"Between $15,000 and $49,999",Urban,Not presented,Vote for / Support,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Don’t know / Undecided,Not presented,Not presented,Not presented,Not presented,Vote against / Oppose,Not presented,Not presented,Not presented,Not presented,Not presented,Vote against / Oppose,Vote for / Support,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Don’t know / Undecided,Not presented,Not presented,Not presented,"Donald Trump, the Republican",There was no Senate election in my state in 2020,A Democratic candidate,18-24,True,False,False,False,South,0.7941176470588235,0.02069081786437679,0.83,1,0.026438612948537846,0.025810840681104445,0.024732050665174397,0.02621989320591294
Quite a lot,Yes,Yes,Yes,,,In person,Vote against / Oppose,Did not vote,Agree,Agree,Agree,Agree,Disagree,Don't know,Disagree,Don't know,Don't know,Disagree,Agree,Don't know,Agree,Agree,Agree,Agree,Don't know,Don't know,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Can't be too careful,Book of fables,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Agree,Disagree,True,True,False,True,True,True,False,True,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,True,True,False,False,False,False,False,Female,White or Caucasian,"Some college, no degree",Texas,"Between $15,000 and $49,999",Urban,Not presented,Not presented,Not presented,Not presented,Don’t know / Undecided,Not presented,Not presented,Not presented,Vote for / Support,Not presented,Not presented,Vote for / Support,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Don’t know / Undecided,Not presented,Don’t know / Undecided,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Vote for / Support,Not presented,Not presented,"Joe Biden, the Democrat",A Democratic candidate,A Democratic candidate,65+,False,False,False,False,South,0.7941176470588235,11.870904466231385,0.83,1,15.168576253919582,14.808405638040652,14.189473447821232,14.59619512300983
Quite a lot,Yes,Yes,Yes,,,In person,Vote against / Oppose,Hillary Clinton,Disagree,Don't know,Disagree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Agree,Don't know,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Can't be too careful,Inspired word,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,True,True,True,True,True,False,False,Male,Asian or Asian American,Graduated from college,Texas,"Between $75,000 and $99,999",Rural,Not presented,Vote for / Support,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Vote for / Support,Not presented,Not presented,Not presented,Not presented,Vote for / Support,Not presented,Not presented,Not presented,Vote for / Support,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Vote for / Support,Not presented,Vote for / Support,Not presented,Not presented,Not presented,Not presented,Not presented,"Joe Biden, the Democrat",A Republican candidate,A Democratic candidate,25-44,True,False,False,False,South,0.7941176470588235,0.03487848401205636,0.83,1,0.044567534501096844,0.043509299629164305,0.041690784741564645,0.04288579355372181
Quite a lot,Yes,Yes,Yes,,,By mail,Vote against / Oppose,Hillary Clinton,Disagree,Disagree,Agree,Disagree,Agree,Agree,Don't know,Don't know,Disagree,Disagree,Agree,Disagree,Don't know,Don't know,Don't know,Disagree,Don't know,Don't know,Agree,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Can't be too careful,Book of fables,Agree,Disagree,Disagree,Agree,Agree,Disagree,Agree,Agree,True,True,True,True,True,True,False,True,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,True,True,True,False,True,False,Female,White or Caucasian,"Some college, no degree",Texas,"Between $15,000 and $49,999",Urban,Not presented,Don’t know / Undecided,Not presented,Not presented,Not presented,Don’t know / Undecided,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Don’t know / Undecided,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Vote against / Oppose,Not presented,Not presented,Vote for / Support,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Vote against / Oppose,Not presented,Not presented,"Joe Biden, the Democrat",A Democratic candidate,A Democratic candidate,45-64,True,False,False,False,South,0.7941176470588235,2.0638188543660094,0.83,1,2.6371363492798894,2.5745188031650112,2.46691420341589,2.537624894763913
Quite a lot,Yes,Yes,No,In person before election day,Very likely,,Vote against / Oppose,Donald Trump,Don't know,Agree,Don't know,Don't know,Disagree,Don't know,Agree,Agree,Don't know,Disagree,Don't know,Agree,Agree,Agree,Agree,Disagree,Don't know,Disagree,Agree,Agree,Agree,Don't know,Don't know,Don't know,Don't know,Can trust,Inspired word,Disagree,Disagree,Disagree,Agree,Disagree,Don't know,Agree,Don't know,True,False,True,True,True,True,True,True,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,True,True,True,False,True,False,Female,Other,Completed graduate school,Texas,"Over $150,000",Suburban,Not presented,Not presented,Not presented,Not presented,Vote for / Support,Not presented,Not presented,Vote against / Oppose,Not presented,Not presented,Not presented,Not presented,Not presented,Vote for / Support,Not presented,Not presented,Vote for / Support,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Vote for / Support,Not presented,Not presented,Not presented,Vote for / Support,Not presented,Not presented,Not presented,Not presented,Not presented,"Donald Trump, the Republican",A Republican candidate,A Republican candidate,25-44,True,False,False,False,South,0.7941176470588235,0.07699531279230648,0.83,1,0.09838418602447593,0.09604810040378188,0.09203367355713905,0.09757027933854201
Some,Yes,Yes,No,In person before election day,Likely,,Vote against / Oppose,Donald Trump,Disagree,Agree,Agree,Agree,Disagree,Don't know,Disagree,Don't know,Agree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Don't know,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Can trust,Inspired word,Disagree,Disagree,Disagree,Disagree,Don't know,Don't know,Agree,Disagree,True,True,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,False,False,False,True,False,Female,White or Caucasian,Graduated from college,Texas,"Between $15,000 and $49,999",Suburban,Not presented,Not presented,Vote for / Support,Not presented,Not presented,Not presented,Vote for / Support,Not presented,Not presented,Not presented,Not presented,Vote for / Support,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Vote for / Support,Not presented,Not presented,Not presented,Not presented,Vote for / Support,Not presented,Not presented,Not presented,Not presented,Not presented,Vote for / Support,Not presented,Not presented,Not presented,"Donald Trump, the Republican",Not decided,Not decided,25-44,True,False,False,False,South,0.7941176470588235,0.027807272775653858,0.63,1,0.02697005694442558,0.03468828985364194,0.02522919095984803,0.026746940704366166
Some,No,No,No,,,,Vote against / Oppose,Did not vote,Don't know,Don't know,Agree,Don't know,Don't know,Disagree,Don't know,Don't know,Disagree,Disagree,Disagree,Disagree,Don't know,Don't know,Don't know,Disagree,Disagree,Don't know,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Can't be too careful,Book of fables,Agree,Disagree,Don't know,Don't know,Disagree,Don't know,Agree,Don't know,True,True,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,True,True,False,False,Male,White or Caucasian,"Some college, no degree",Texas,"Between $100,000 and $150,000",Rural,Not presented,Not presented,Not presented,Not presented,Vote against / Oppose,Vote for / Support,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Vote against / Oppose,Not presented,Not presented,Not presented,Not presented,Not presented,Don’t know / Undecided,Not presented,Not presented,Not presented,Not presented,Not presented,Vote against / Oppose,Not presented,Vote for / Support,Not presented,Not presented,Not presented,Not presented,Not presented,Do not intend to vote,Do not intend to vote,Do not intend to vote,18-24,False,False,False,False,South,0.7941176470588235,0.09643074904290595,0.11,0,0.016330186409394626,0.0,0.015276103872583312,0.012869306403194053
Quite a lot,Yes,Yes,Yes,,,In person,Vote against / Oppose,Did not vote,Disagree,Don't know,Agree,Don't know,Don't know,Disagree,Agree,Agree,Disagree,Don't know,Agree,Disagree,Agree,Agree,Don't know,Disagree,Agree,Don't know,Agree,Agree,Agree,Agree,Don't know,Don't know,Don't know,Can't be too careful,Inspired word,Agree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Agree,True,True,False,True,True,False,False,True,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False,True,True,True,False,False,Female,Hispanic or Latino,Graduated from college,Texas,"Between $50,000 and $74,999",Suburban,Vote against / Oppose,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Vote against / Oppose,Not presented,Not presented,Not presented,Not presented,Vote against / Oppose,Not presented,Vote for / Support,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Vote for / Support,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Vote for / Support,"Joe Biden, the Democrat",A Democratic candidate,A Democratic candidate,18-24,False,False,False,False,South,0.7941176470588235,0.2525314817855116,0.83,1,0.3226833346081932,0.31502137257469853,0.3018547378363363,0.31050698734283655
Some,Yes,Yes,Yes,,,By mail,Vote against / Oppose,Donald Trump,Agree,Agree,Don't know,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Don't know,Disagree,Don't know,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Don't know,Agree,Can trust,Word of God,Agree,Disagree,Disagree,Disagree,Don't know,Agree,Agree,Disagree,True,True,True,True,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False,True,False,False,False,Male,White or Caucasian,"Some college, no degree",Texas,"Between $50,000 and $74,999",Suburban,Not presented,Not presented,Vote for / Support,Not presented,Not presented,Not presented,Not presented,Not presented,Vote for / Support,Not presented,Not presented,Not presented,Not presented,Vote for / Support,Not presented,Not presented,Not presented,Vote against / Oppose,Not presented,Not presented,Not presented,Not presented,Not presented,Vote for / Support,Not presented,Not presented,Not presented,Vote against / Oppose,Not presented,Not presented,Not presented,Not presented,Not presented,"Donald Trump, the Republican",A Republican candidate,A Republican candidate,65+,True,False,False,False,South,0.7941176470588235,3.37105096481246,0.83,1,4.30751033007347,4.205230549656601,4.0294687142439845,4.271875421669551
Quite a lot,Yes,Yes,No,In person before election day,Very likely,,Vote against / Oppose,Did not vote,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Don't know,Disagree,Disagree,Agree,Agree,Don't know,Agree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Can trust,Inspired word,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Agree,Disagree,True,False,True,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,Female,White or Caucasian,"Some college, no degree",Texas,"Under $15,000",Urban,Not presented,Not presented,Not presented,Vote for / Support,Not presented,Vote for / Support,Not presented,Not presented,Not presented,Not presented,Not presented,Don’t know / Undecided,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Don’t know / Undecided,Not presented,Not presented,Not presented,Vote against / Oppose,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Vote for / Support,Not presented,"Joe Biden, the Democrat",Do not intend to vote,Not decided,25-44,False,False,False,False,South,0.7941176470588235,0.055184639593009836,0.63,1,0.05352315145353484,0.06884029185872143,0.05006833361815352,0.05150347330800605
Some,Yes,Yes,No,In person before election day,Very likely,,Vote against / Oppose,Hillary Clinton,Don't know,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Don't know,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Can't be too careful,Book of fables,Disagree,Disagree,Disagree,Don't know,Agree,Disagree,Agree,Disagree,False,True,False,False,True,False,True,True,True,False,True,False,True,True,False,False,False,False,False,False,False,True,False,True,True,True,True,False,False,False,Male,White or Caucasian,Graduated from college,Texas,"Between $15,000 and $49,999",Suburban,Not presented,Not presented,Vote for / Support,Not presented,Not presented,Vote for / Support,Not presented,Not presented,Not presented,Not presented,Vote for / Support,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Vote for / Support,Not presented,Not presented,Not presented,Vote for / Support,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Vote for / Support,Not presented,"Joe Biden, the Democrat",A Democratic candidate,A Democratic candidate,25-44,True,False,False,False,South,0.7941176470588235,0.05728367663207013,0.83,1,0.07319676605688981,0.07145874372244404,0.0684720537408538,0.07043471067125313
Quite a lot,Yes,Yes,Yes,,,In person,Vote against / Oppose,Hillary Clinton,Don't know,Don't know,Disagree,Don't know,Disagree,Don't know,Don't know,Agree,Don't know,Don't know,Don't know,Disagree,Disagree,Agree,Agree,Don't know,Agree,Don't know,Agree,Agree,Agree,Don't know,Don't know,Don't know,Don't know,Can't be too careful,Inspired word,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Agree,Agree,True,True,True,True,True,True,False,True,True,False,False,False,True,False,False,True,True,True,True,False,False,True,False,True,True,False,True,False,False,False,Male,White or Caucasian,"Some college, no degree",Texas,"Between $15,000 and $49,999",Rural,Not presented,Not presented,Not presented,Vote for / Support,Not presented,Not presented,Not presented,Not presented,Not presented,Vote for / Support,Not presented,Not presented,Not presented,Vote against / Oppose,Not presented,Not presented,Not presented,Not presented,Vote against / Oppose,Not presented,Not presented,Not presented,Not presented,Vote for / Support,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Vote for / Support,Not presented,Not presented,"Joe Biden, the Democrat",A Democratic candidate,A Democratic candidate,18-24,True,False,False,False,South,0.7941176470588235,0.028769635861735306,0.83,1,0.03676168202748346,0.03588879340333439,0.03438878522903122,0.03537449230177677
Quite a lot,Yes,Yes,Yes,,,In person,Vote against / Oppose,Hillary Clinton,Don't know,Don't know,Agree,Don't know,Don't know,Don't know,Agree,Agree,Don't know,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Don't know,Don't know,Agree,Agree,Agree,Agree,Agree,Don't know,Don't know,Can trust,Inspired word,Disagree,Disagree,Disagree,Don't know,Agree,Disagree,Agree,Agree,True,True,True,True,True,True,False,False,True,False,False,False,True,False,False,True,True,True,True,False,False,False,False,True,False,True,True,False,False,False,Male,Asian or Asian American,Graduated from college,Texas,"Between $100,000 and $150,000",Urban,Not presented,Vote for / Support,Not presented,Not presented,Not presented,Not presented,Vote for / Support,Not presented,Not presented,Not presented,Not presented,Vote for / Support,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Vote against / Oppose,Not presented,Not presented,Not presented,Not presented,Vote for / Support,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Vote against / Oppose,Not presented,Not presented,"Joe Biden, the Democrat",A Democratic candidate,A Democratic candidate,25-44,True,False,False,False,South,0.7941176470588235,0.13946219034927074,0.83,1,0.17820401763566238,0.17397264814458366,0.1667012865418334,0.171479548876071
